text1,text2,label
saltpeter,Potassium Nitrate,1
Raisins,Raisins,1
chlorine oxide,Chlorine Dioxide,1
E481,SODIUM STEAROYL LACTYLATE,1
Magnesium Hydroxide,magnesium hydroxide,1
ASCORBYL PALMITATE,Potassium Carbonate,0
E203,CALCIUM SORBATE,1
caustic soda,Sodium Hydroxide,1
QUICKLIME,E624,0
VEAL,aged cheese,0
E122,Sodium Lactate,0
E321,BHT,1
gold powder,quicklime,0
calcium carbonate,calcium citrate,1
BHA,E514,0
spinacia oleracea,spinage,1
Green S,Magnesium,0
Sulphur Dioxide,sulphur dioxide,1
dairy butter,butter,1
SODIUM ALGINATE,turky breast,0
ponceau 4,Methylcellulose,0
lisine,L-Lysine,1
sodium 5-ribonucleotide,epa,0
E905,petroleum jelly,1
erythrosine bs,chlorine,0
Chlorine Dioxide,CHLORINE OXIDE,1
glycerin,Glycerol,1
buter,MALTODEXTRINE,0
Butter,daucus carota,0
ponceau 4r,calcium oxide,0
azobisformamide,Azodicarbonamide,1
Sodium Citrate,sodium citrate,1
potassium sulfate,POTASSIUM SULFATE,1
chicken legs,Barley,0
E632,DIPOTASSIUM INOSINATE,1
azorubine,hcl,0
E175,gold leaf,1
chlorophyl,Veal Cutlets,0
E924,Cheddar Cheese,0
poussin,Cornish Hens,1
neotam,NEOTAM,1
poussin,cornish hens,1
Potassium Benzoate,POTASSIUM BENZOATE,1
spinage,Spinach,1
E526,raisins,0
Calcium Bisulfite,Phosphoric Acid,0
E230,DIPHENYL,1
E503,Ammonium Carbonate,1
Tartrazine,beef joint,0
Gold,Sulphur Dioxide,0
turky breast,TURKEY,1
bananas,banans,1
E339,sodium phosphate,1
maltodextin,MALTODEXTRINE,1
Glycine,AMINOACETIC ACID,1
calcium sorbate,sorbitol,0
whole milke,citrus sinensis,0
Sorbic Acid,sorbate,1
sodium inosinate,aspartam,0
Maltodextrin,polysaccharide,1
E518,Magnesium Sulphate,1
Sodium Alginate,Sodium Alginate,1
Lecithin,salt,0
Calcium Hydroxide,whey cheese,0
kefir,kephir,1
Maltol,LARIXINIC ACID,1
Xanthan Gum,calcium glutamate,0
petroleum jelly,vitamin c,0
Erythrosine,carob bean gum,0
cornish hens,cornish hens,1
Dibasic acid,tartatic acid,1
muriatic acid,ammonium glutamate,0
ASPARTAM,vitamin c,0
glycerol,Glycerin,1
Chalk,ricotta cheese,0
muriatic acid,butter milk,0
sodium benzoate,PG ALGINATE,0
Alginic Acid,algin,1
Hydrochloric Acid,HCL,1
H2O,silicon dioxide,0
ammonium glutamate,L-Lysine,0
potassium metabisulfite,potassium pyrosulfite,1
Sodium Stearoyl Lactylate,SODIUM STEAROYL LACTYLATE,1
Amaranth,barley,0
azobisformamide,ADA,1
E621,beef joint,0
minced beef,ground beed,1
E341,l-leucine,0
E153,SODIUM BICARBONATE,0
chile saltpeter,potassium sulfate,0
Glycerin,glycerine,1
E903,palm wax,1
Potassium Chloride,Potassium Chloride,1
maltol,ornges,0
xanthum gum,hordeum vulgare,0
caustic potash,panicum miliaceum,0
duck magret,duck breat,1
propyl gallate,Propyl Gallate,1
silver,SILVER,1
monoammonium glutamate,spreadable cheese,0
sodium nitrate,carob bean gum,0
Wheat,wheat,1
AMMONIA WATER,triticum spelta,0
CARBON BLACK,Citric Acid,0
Riboflavin,VITAMIN B2,1
Quinoa,buckwheat,0
E302,veal,0
E306,VITAMIN E,1
calcium glutamate,E627,0
Potassium Benzoate,Calcium Benzoate,0
aspartame,Aspartame,1
E504,E623,0
ponceau 4r,E131,0
E100,sodium 5-ribonucleotide,0
cornish hens,sour creme,0
Cellulose,CELLULOSE,1
lycopene,TURKEY,0
Calcium Ascorbate,calcium ascorbate,1
Omega-3 Fatty Acids,omega 3,1
sorbate,sorbic,1
Cellulose,cellulose,1
AMARANTH,Green S,0
lithol,oats,0
ethyl 4-hydroxybenzoate,Whey Protein Isolate,0
E900,glycerin,0
Aluminium,POTASH,0
E412,CAROTS,0
sodium sulfite,microcrystalline cellulose,0
E306,vitamin e,1
Beetroot Red,calcium ascorbate,0
Gum Arabic,arabic gum,1
milk protein,Whey Protein Isolate,1
riboflavin,dimethylpolysiloxane,0
E927,azobisformamide,1
tartrate,flaxseeds,0
magnesium glutamate,barle,0
sodium ribonucleotide,cannabis sativa seeds,0
ANNATO,ethyl 4-hydroxybenzoate,0
Potatoes,potatos,1
ferric pyrophosphate,iron,1
Glutamic Acid,NEOTAM,0
E415,E904,0
E230,biphenyl,1
titanium white,Titanium Dioxide,1
benzoic acid,BENZOATE,1
Neotame,phoenix dactylifera,0
Ponceau 4R,Ponceau 4R,1
sorbic acid,sodium ascorbate,0
propylene glycol alginate,PG ALGINATE,1
cholecalciferol,Vitamin D3,1
Ground Beef,beef joint,0
Calcium Oxide,QUICKLIME,1
spelt,Spelt,1
Ethyl Maltol,E637,1
duck,Vitamin C,0
xanthan gum,xanthan,1
curcumin,E132,0
LITHOL,E515,0
Sodium Metabisulphite,Buttermilk,0
COPPER CHLOROPHYLLIN,MILK OF MAGNESIA,0
sodium stearoyl lactylate,milk of magnesia,0
sodium glutamate,Water,0
Sodium Phosphate,glutamic acid,0
xanthan gum,XANTHUM,1
triticum spelta,Spelt,1
Magnesium Carbonate,E927,0
Sodium 5'-Ribonucleotide,DISODIUM RIBONUCLEOTIDE,1
Sodium Sulphate,Grapes,0
aluminum,Aluminium,1
CHLOROPHYL,ricota cheese,0
E951,aspartame,1
Magnesium Sulphate,burnt lime,0
Calcium Carbonate,Chalk,1
potassium alginate,Heavy Cream,0
Carrageenan,CARAGEENAN,1
Patent Blue,PATENT BLUE,1
neotame,beef stake,0
Lycopene,Lycopene,1
SODIUM METABISULFITE,sodium ascorbate,0
Sodium Lactate,guar flour,0
Copper Chlorophyll,lecthin,0
periclase,Magnesium Oxide,1
E402,lamb cutlets,0
Ammonium Alginate,h2o,0
algin,E951,0
Calcium Carbonate,flaxseeds,0
disodium ribonucleotide,steak,0
E311,cultured buttermilk,0
aminoacetic acid,AMINOACETIC ACID,1
Caramel Color,citric,0
quinoline,potassium sorbate,0
Xanthan Gum,xanthan gum,1
QUICKLIME,whole milke,0
E400,alginic acid,1
cornish hens,double cream,0
tumeric,Phosphoric Acid,0
silicon dioxide,Silicon Dioxide,1
sodium metabisulphite,SODIUM METABISULFITE,1
ground beef,ground beed,1
Carnauba Wax,BRAZIL WAX,1
butylhydroxyanisole,E529,0
E461,silica,0
SORBIT,ORNGES,0
Potassium Alginate,sodium chloride,0
propylene glycol,Propylene Glycol,1
Sodium Metabisulphite,E223,1
ammonia water,aqua ammonia,1
beetroot red,betanin,1
PHOSPHATE,buttermilke,0
Carotenes,vitamin E,0
young beef,VEAL,1
whey protein isolate,Whey Protein Isolate,1
carob gum,Potassium Inosinate,0
calcium inosinate,CALCIUM INOSINATE,1
carotene,DISODIUM INOSINATE,0
Veal Cutlets,VEAL,1
Lycopene,bha,0
silver powder,Silver,1
ETHYL PARABEN,SODIUM NITRITE,0
Calcium Glutamate,calcium glutamate,1
greek-style yogurt,triticum,0
E224,potassium metabisulphite,1
sodium citrate,SODIUM CITRATE,1
ascorbic acid,vitamin C,1
Sodium Sulphate,Potatoes,0
ammonium alginate,AMMONIUM ALGINATE,1
microcrystalline wax,cellulose,0
Ground Beef,Ground Beef,1
E507,Hydrochloric Acid,1
lamb chops,LAMB RIBS,1
CALCIUM CARBONATE,milk,0
sodium metabisulphite,malus domestica,0
sorbate,milk,0
E304,Raisins,0
Ascorbic Acid (Vitamin C),ascorbic acid,1
silver,Cellulose,0
sunset,sodium bicarbonate,0
zea mays,Corn,1
Dates,phoenix dactylifera,1
E926,CHLORINE OXIDE,1
Quinoa,quinoa,1
azorubin,CITRATE,0
Carnauba Wax,brazil wax,1
MAGNESIUM GLUTAMATE,essential amino acid,0
E481,apples,0
CALCIUM BENZOATE,SODIUM STEAROYL LACTYLATE,0
sour cream,SOUR CREME,1
Calcium,calcium,1
NaHCO3,Ghee,0
E311,Octyl Gallate,1
SODIUM LACTATE,Maltol,0
E104,Potassium Bromate,0
E901,white beeswax,1
Potassium Inosinate,dipotassium inosinate,1
E175,potassium inosinate,0
sodium guanylate,chedder cheese,0
DIPHENYL,agar agar,0
citrus sinensis,oranges,1
Potassium Hydroxide,potassium hydroxide,1
sodium nitrate,CHILE SALTPETER,1
calcium ascorbate,CALCIUM ASCORBATE,1
sodium bicarbonate,BAKING SODA,1
Alginic Acid,alginic acid,1
E402,potassium alginate,1
E338,Phosphoric Acid,1
E905,mineral oil,1
carmine,Calcium,0
Caramel Color,caramel,1
lamb ribs,lamb cutlets,1
Glycerol/Glycerin,glycerol,1
agar-agar,MINCED TURKEY,0
maltol,carots,0
lamb chops,lamb shops,1
E221,SODIUM SULFITE,1
calcium benzoate,Calcium Benzoate,1
Cochineal/Carminic Acid,cochineal extract,1
ammonium chloride,whey protein,0
glycerol,spinacia oleracea,0
aspartam,ASPARTAM,1
l-leucine,leusine,1
chicken breat,Chicken Breast,1
lycopene,licopene,1
E210,Sodium Hydroxide,0
ascorbate,acacia gum,0
butylated hydroxytoluene,BUTYLATED HYDROXYTOLUENE,1
amarant,neotame,0
ammonium carbonate,Ammonium Carbonate,1
agar,mcc,0
Iron Oxides,ferric oxide,1
Beetroot Red,AMINOACETIC ACID,0
potatoes,POTATOS,1
Chlorophyll,Chlorophyll,1
Potassium Guanylate,DIPOTASSIUM GUANYLATE,1
avena sativa,Oats,1
carnauba wax,BANANS,0
sorbit,ETHYLMALTOL,0
l-cysteine,Quinoa,0
lycopen,whole milk,0
E402,potassium alginate,1
Sulphur Dioxide,sulfite,1
sodium benzoate,sodium benzoate,1
beet red,Beetroot Red,1
Green S,E211,0
potassium nitrate,larixinic acid,0
POTASSIUM GLUTAMATE,glycine,0
Ammonium Hydroxide,AMMONIA WATER,1
potassium nitrate,Mineral Hydrocarbons,0
sorbit,fagopyrum esculentum,0
avena sativa,otes,1
CALCIUM BENZOATE,GLYCERIN,0
dha,omega-3,1
caramel,CARAMEL,1
ammonium glutamate,AMMONIUM GLUTAMATE,1
hamburger meat,Ground Beef,1
calcium carbonate,calcium carb,1
quinoline,SOUR CREME,0
ammonium alginate,ammonium alginate,1
cochineal extract,sodium sulfite,0
vitis vinifera,grapes,1
L-Leucine,LEUCINE,1
beetroot red,Beetroot Red,1
Carmoisine/Azorubine,carmoisin,1
E221,milet,0
periclase,Hemp Seeds,0
silver,whole chiken,0
glycerin,GLYCERINE,1
Calcium Phosphate,CALCIUM PHOSPHATE,1
E306,Tocopherols,1
quicklime,QUICKLIME,1
Aspartame,barley,0
sodium sulfate,epa,0
sulphur dioxide,BUTTER MILK,0
Aluminium,E334,0
Beetroot Red,beet red,1
quinolin yellow,Quinoline Yellow,1
Carrageenan,carrageen,1
E525,potassium hydroxide,1
E636,larixinic acid,1
titanium white,SODA ASH,0
hemp seeds,HEMP SEED,1
ethyl para-hydroxybenzoate,dipotassium guanylate,0
GLYCERIN,KEENWA,0
INDIGOTINE,BAKING SODA,0
Chlorophyll,butter,0
E160b,ANNATO,1
CHLORINE GAS,Propylene Glycol,0
E127,sunflower lecithin,0
titanium dioxide,gum arabic,0
l-cysteine,ADA,0
beetroot,turkey mince,0
Beef Steak,buckwheat,0
Ammonium Chloride,ammonium chlor,1
E221,confectioner's glaze,0
E124,ponceau 4r,1
Curcumin,spelt,0
sodium alginate,shellac,0
potassium alginate,barley,0
E514,SODIUM SULFATE,1
Sodium Hydroxide,LYE,1
sunset,potash,0
chicken,CHICKEN,1
Sodium Hydroxide,sodium hydroxide,1
Black PN,E504,0
CHLORINE OXIDE,vitamin c,0
potassium sulphate,potassium sulfate,1
ascorbyl palmitate,sour cream,0
Silver,MONOSODIUM GLUTAMATE,0
E213,calcium chloride,0
Calcium Sulphate,VEAL,0
GUARAN,citrus sinensis,0
SODIUM PHOSPHATE,HCL,0
E628,DIPOTASSIUM GUANYLATE,1
caramel colour,beef stake,0
hydrochloric acid,hcl,1
CHLORINE GAS,SODIUM CHLORIDE,0
sodium sulphate,Sodium Sulphate,1
E528,milk of magnesia,1
Guar Gum,guar flour,1
sweet cream butter,dairy butter,1
E440a,azodicarbonamide,0
methenamine,epsom salt,0
monopotassium glutamate,cheddar cheese,0
benzoic,amylase,0
Dibasic acid,wheet,0
neotame,neotam,1
periclase,MAGNESIA,1
microcrystalline cellulose,MCC,1
E525,potassium hydroxide,1
BAKING SODA,BRAZIL WAX,0
E526,poussin,0
E170,CHALK,1
duck magret,DUCK,1
hcl,Hydrochloric Acid,1
calcium sorbate,butter,0
beef steak,beef stake,1
carotens,tomatos,0
turkey fillets,TURKEY,1
milk of magnesia,magnesia magma,1
patent blue,PATENT BLUE,1
Iron Oxides,iron oxides,1
Calcium Sulphite,calcium sulphite,1
sodium sulfite,spelt,0
E127,butylated hydroxyanisole,0
Maltol,maltol,1
sodium lactate,CAROTS,0
stearic acid,STEARIC,1
E211,SODIUM BENZOATE,1
E201,Vitamin C,0
titanium dioxide,Ground Turkey,0
Potassium Alginate,E402,1
chicken legs,chicken this,1
Riboflavin,Whey Protein Isolate,0
poultry breast,CHICKEN,1
Guar Gum,GUARAN,1
E514,sodium sulphate,1
larixinic acid,LARIXINIC ACID,1
aspartame,aspartam,1
lecithin,Lecithin,1
whole chicken,ROASTING CHICKEN,1
E102,ghi,0
sodium sulfate,beef steak,0
ponceau 4r,CALCIUM CITRATE,0
Spinach,spinacia oleracea,1
sulfite,sodium phosphate,0
chile saltpeter,ground beef,0
Potassium Alginate,POTASSIUM ALGINATE,1
titanium white,apples,0
tocopherol,minced turkey,0
xanthan,glycerin,0
neotame,NEOTAM,1
LUTEINE,VITAMIN E,0
E628,Dates,0
E338,Hemp Seeds,0
soy lecithin,magnesia,0
HEXAMETHYLENETETRAMINE,Magnesium Hydroxide,0
aluminum,potassium nitrate,0
greek yoghurt,Greek Yogurt,1
gelatine,Gelatin,1
maltodextin,glycerin,0
POTASSIUM BENZOATE,CSL,0
acacia gum,ACACIA GUM,1
xanthan,xanthum gum,1
BHA,guar flour,0
bicarbonate of soda,BAKING SODA,1
white beeswax,heavy cream,0
copper chlorophyllin,sodium citrate,0
whey protein isolate,glycerin,0
Lithol Rubine,E202,0
baker's ammonia,Ammonium Carbonate,1
Erythrosine,black pn,0
magnesium carb,Magnesium Carbonate,1
benzoate,benzoic,1
Wheat,WHEET,1
sodium phosphate,SODIUM PHOSPHATE,1
Alginic Acid,Alginic Acid,1
erythrosin,sorbite,0
Calcium Sulphite,E226,1
Vegetable Carbon,carbon black,1
Whole Chicken,Whole Chicken,1
E401,E514,0
essential amino acid,LYSINE,1
CALCIUM ALGINATE,lac resin,0
potassium pyrosulfite,lecthin,0
washing soda,Sodium Carbonate,1
E250,E311,0
E321,butylated hydroxytoluene,1
buckwheet,BUCKWHEET,1
Lycopene,LYCOPENE,1
E320,Carrots,0
sour creme,hemp seed,0
glycerol,glycerin,1
Erythrosine BS,erythrosine,1
pg alginate,dark meat chicken,0
l-lysine,lysine,1
sodium bicarb,Gelatin,0
ornges,ORNGES,1
E160a,carotens,1
potassium hydroxide,Potassium Hydroxide,1
Ammonium Chloride,ammonium chloride,1
E104,quinoline,1
ethyl maltol,turky breast,0
organic milk,whole milk,1
glycocoll,butter,0
E404,calcium alginate,1
E142,green s dye,1
poultry breast,chicken breast,1
Patent Blue,sour creme,0
Microcrystalline Cellulose,microcrystalline cellulose,1
Tocopherols,SODIUM STEAROYL LACTYLATE,0
potassium glutamate,strained yogurt,0
CALCIUM CITRATE,BARLE,0
soft cheese,CREME CHEESE,1
bromic acid potassium salt,glycerin,0
Ethyl Maltol,ethylmaltol,1
pot roast,beef joint,1
sulfuric acid,RYCE,0
CALCIUM CITRATE,daucus carota,0
Chlorine,chlorine gas,1
BETANIN,sodium bicarbonate,0
calcium sulfite,calcium sulphite,1
chlorophyll,clorophyll,1
sorbate,sodium benzoate,0
calcium ascorbate,E510,0
azorubine,Cysteine,0
E250,SODIUM NITRITE,1
burnt lime,QUICKLIME,1
E302,Calcium Inosinate,0
E160a,beta carotene,1
xanthophyll,glutamic,0
game hens,Cornish Hens,1
erythrosine bs,sodium metabisulphite,0
E420,E623,0
Veal Cutlets,veal,1
ammonium chlor,Ammonium Chloride,1
Octyl Gallate,citric,0
gold,Calcium Guanylate,0
E174,vitamin d3,0
Chalk,E621,0
Glycerin,glycerol,1
Chalk,E170,1
E201,SODIUM SORBATE,1
calcium phosphate,Heavy Cream,0
Propylene Glycol,"1,2-propanediol",1
potassium sulfate,Beef Steak,0
DISODIUM GUANYLATE,oryza sativa,0
Sodium Alginate,sodium alginate,1
cultured buttermilk,buttermilke,1
Vitamin C,ascorbic acid,1
butylhydroxytoluene,aqua,0
E633,calcium inosinate,1
CALCIUM SORBATE,turky breast,0
betanin,beet red,1
sunset yellow fcf,glutamate,0
diphenyl,sodium nitrite,0
salvia hispanica,propylene glycol,0
ammonia water,sour creme,0
magnesiam,MAGNESIAM,1
Potassium Metabisulphite,potassium metabisulfite,1
Carotenes,Carotenes,1
hcl,roasting chicken,0
mcc,panicum miliaceum,0
brazil wax,CAROTS,0
agar,agar agar,1
potatos,Potatoes,1
tartrate,Glycerol,0
Ascorbic Acid (Vitamin C),Ascorbic Acid,1
E513,SULFURIC ACID,1
Calcium Oxide,burnt lime,1
Magnesium Glutamate,Magnesium Glutamate,1
E173,ALUMINUM,1
Carnauba Wax,malus domestica,0
E210,benzoic,1
E628,CREME CHEESE,0
E171,titanium dioxide,1
potash,grapes,0
sodium ascorbate,CHICKEN LEGS,0
neotam,neotame,1
neotame,cultured buttermilk,0
WHIPPING CREAM,KEENWA,0
ASPARTAM,oats,0
strained yogurt,greek yoghurt,1
E925,chlorine gas,1
Hexamine,E239,1
locust bean gum,carob bean gum,1
iron oxide,SODIUM BICARBONATE,0
sodium hydroxide,maltol,0
E640,aminoacetic acid,1
ponceau 4,Ponceau 4R,1
L-Glutamic Acid,glutamic acid,1
SUNSET YELLOW,E627,0
amylase,enzimes,1
sodium bicarbonate,azodicarbonamide,0
Calcium Carbonate,calcium carbonite,1
Hydrochloric Acid,Hydrochloric Acid,1
Magnesium Glutamate,mineral hydrocarbons,0
barley,Barley,1
Tartrazine,tartazine,1
Magnesium Sulphate,EPSOM SALT,1
sodium sulfate,SODIUM SULFATE,1
glycerol,glycerin,1
DIPOTASSIUM INOSINATE,Buttermilk,0
Maltol,larixinic acid,1
potassium metabisulfite,GLYCERIN,0
E122,carmoisin,1
butter,Butter,1
calcium sulfate,Calcium Sulphate,1
caramel,Xanthan Gum,0
lycopene,diphenyl,0
bht,BUTYLATED HYDROXYTOLUENE,1
Agar,agar-agar,1
sodium sorbate,lisine,0
E141,Benzoic Acid,0
E331,sodium citrate,1
E407,carrageenin,1
Black PN,black pigment,1
Patent Blue V,patent blue v,1
glycerine,ammonia water,0
sodium sulphate,SODIUM SULFATE,1
E221,Glutamic Acid,0
potassium inosinate,Potassium Inosinate,1
azorubine,carmoisin,1
sodium metabisulphite,kefir,0
COPPER CHLOROPHYLLIN,minced beef,0
iron oxides,CAUSTIC POTASH,0
BLACK PN,salvia hispanica,0
duck,duck magret,1
sour creme,Sour Cream,1
sodium carbonate,soda ash,1
sorbitol,veal cutlets,0
curd cheese,CURD CHEESE,1
silver,calcium sulfite,0
microcrystalline wax,oryza sativa,0
E306,LARIXINIC ACID,0
tartric acid,tartaric,1
SUNSET YELLOW,beef roest,0
E415,ethyl maltol,0
AMINOACETIC ACID,barle,0
Beef Roast,pot roast,1
BENZOATE,double cream,0
ascorbic acid,Buckwheat,0
Ricotta Cheese,ricotta cheese,1
BARLE,GLYCERINE,0
E251,sodium nitrate,1
E410,potash sulfate,0
E500,Cheddar Cheese,0
E926,Chlorine Dioxide,1
yellow 5,tartarazine,1
titanium white,CHEDDAR,0
LITHOL,Turkey Breast,0
E414,whole bird,0
Tartrazine,Tartrazine,1
tumeric,butylated hydroxyanisole,0
glycerin,Glycerin,1
tartarazine,E214,0
E310,ascorbic acid,0
neotame,Neotame,1
magnesium carb,MINCED BEEF,0
whole milk,Whole Milk,1
sodium guanylate,DISODIUM GUANYLATE,1
Hexamine,HEXAMETHYLENETETRAMINE,1
phosphoric,PHOSPHATE,1
dmps,chlorine dioxide,0
pot cheese,protease,0
rasins,MALTODEXTRINE,0
sodium 5-ribonucleotide,daucus carota,0
sodium nitrate,Calcium Citrate,0
quinolin yellow,TOMATOS,0
E210,sodium ascorbate,0
calcium hydroxide,SLAKED LIME,1
E907,roasting chicken,0
l-cysteine,L-CYSTEINE,1
butter milk,Buttermilk,1
CHILE SALTPETER,E623,0
sunset yellow,ghi,0
EPSOM SALT,apples,0
E414,magnesiam,0
sodium sulfite,Sodium Sulphite,1
green s,gelatin,0
ETHYL PARABEN,sodium stearoyl lactylate,0
spinage,omega-3,0
E622,epa,0
csl,CSL,1
Calcium Guanylate,CALCIUM GUANYLATE,1
indigo carmine,POTASSIUM METABISULFITE,0
Glycerol/Glycerin,glycerol,1
PHOSPHATE,CALCIUM ALGINATE,0
shellac,confectioner's glaze,1
sodium sulfite,KORN,0
Biphenyl,DIPHENYL,1
cochinel,carmin,1
magnesium hydroxide,MILK OF MAGNESIA,1
calcium glutamate,Sodium Ribonucleotide,0
gold,gold leaf,1
E211,Maltodextrin,0
methylcellulose,methyl cellulose,1
E320,BHA,1
tartaric,hamburger meat,0
Potassium Metabisulphite,E224,1
E100,MINCED BEEF,0
Calcium Inosinate,CALCIUM INOSINATE,1
Potassium Sulphate,potassium sulfate,1
clarified butter,butter oil,1
iron oxide,CAROB GUM,0
sulfite,buttermilke,0
E500,beef steak,0
potassium benzoate,monopotassium glutamate,0
E160d,licopene,1
sunset yellow fcf,E162,0
sodium lactate,CHEDDAR,0
Barley,barley,1
sorbite,amylase,0
caramel colour,hamburger meat,0
Ghee,Ghee,1
CALCIUM ALGINATE,Rice,0
butylhydroxyanisole,BUTYLATED HYDROXYANISOLE,1
dark meat chicken,Chicken Thighs,1
sunset yellow,HEMP SEED,0
magnesium glutamate,vitamin c,0
Calcium Alginate,CALCIUM ALGINATE,1
ascorbic acid,MAGNESIAM,0
hydrochloric acid,Hydrochloric Acid,1
tocopherols,VITAMIN E,1
Ground Turkey,MINCED TURKEY,1
SODIUM STEAROYL LACTYLATE,E905,0
Lycopene,lycopene,1
ada,azobisformamide,1
pectin,Pectin,1
E200,Sorbic Acid,1
calcium carbonat,phosphate,0
magnesia alba,magnesium carb,1
vegetable black,Bananas,0
Potassium Chloride,potassium chlor,1
E507,HCL,1
essential amino acid,leucine,1
E518,calcium glutamate,0
PHOSPHATE,E905,0
sodium chloride,Salt,1
carob bean gum,Locust Bean Gum,1
algin,E440a,0
double cream,quinoa,0
Amaranth,amaranth,1
potassium chloride,KCL,1
CITRATE,ORNGES,0
Flaxseeds,flaxseeds,1
titanium oxide,soy lecithin,0
E101,carbon black,0
Calcium Chloride,cacl2,1
ASCORBYL PALMITATE,propyl gallate,0
table salt,sea salt,1
carotenes,carotens,1
apples,maltodextrine,0
KEPHIR,ricotta cheese,0
Potassium Hydroxide,Sodium Ribonucleotide,0
duck magret,Duck Breast,1
potassium bromate,glucose,0
calcium sorbate,Calcium Sorbate,1
potash sulfate,POTASSIUM SULFATE,1
spreadable cheese,glycerol,0
luteine,xanthum gum,0
microwax,petroleum wax,1
chicken,dairy butter,0
CALCIUM BISULFITE,E321,0
gold leaf,E200,0
panicum miliaceum,Millet,1
E339,glycocoll,0
cannabis sativa seeds,magnesium,0
Tartrazine,tartrazine,1
duck,duck breast,1
kephir,essential amino acid,0
butylhydroxyanisole,Glutamic Acid,0
Sodium Guanylate,sodium guanylate,1
ssl,SSL,1
greek yoghurt,GLUCOSE,0
ferric oxide,chlorine dioxide,0
POTASSIUM SULFATE,CHLORINE OXIDE,0
Tartaric Acid,milet,0
turmeric,CURCUMIN,1
e551,silicon dioxide,1
Black PN,Guar Gum,0
Sodium Stearoyl Lactylate,sodium stearoyl lactylate,1
Ammonium Hydroxide,AMMONIA WATER,1
essential amino acid,lisine,1
microcrystalline cellulose,cellulose,1
Erythrosine,propylene glycol,0
potassium alginate,ground beed,0
diphenyl,whole bird,0
dipotassium guanylate,Potassium Guanylate,1
E951,ASPARTAM,1
Phosphoric Acid,phosphate,1
sulfuric acid,oil of vitriol,1
magnesium sulphate,magnesium sulfate,1
sodium stearoyl lactylate,lamb shops,0
Cream Cheese,CREME CHEESE,1
E400,algin,1
TITANIUM WHITE,turkey,0
Monoammonium Glutamate,E624,1
lycopen,E252,0
octyl gallate,Calcium Sulphate,0
essential amino acid,leusine,1
magnesia magma,ground turkey,0
erythrosine bs,erithrosine,1
E151,sodium nitrate,0
Silver,sorbitol,0
AMMONIUM ALGINATE,baker's ammonia,0
Patent Blue V,PATENT BLUE,1
carotenes,beta carotene,1
tocopherol,Tocopherols,1
monosodium glutamate,sodium glutamate,1
ethyl maltol,cysteine,0
azorubine,pectin,0
ryce,citrus sinensis,0
Curcumin/Turmeric,Curcumin,1
Ground Turkey,turkey mince,1
Turmeric,Curcumin,1
Magnesium,magnesium,1
ethyl 4-hydroxybenzoate,Azodicarbonamide,0
vitamin C,cellulose,0
grapes,maltodextrine,0
Erythrosine,Sodium Sulphite,0
SODIUM BENZOATE,ground beed,0
buter,DATESS,0
ethyl para-hydroxybenzoate,E501,0
Dibasic acid,tartaric acid,1
E172,Iron Oxides,1
ALGINATE,MSG,0
Chlorine,spinage,0
erythrosine bs,steak,0
E339,maltol,0
E333,potatos,0
annato,quicklime,0
SODIUM SULFATE,pot cheese,0
ssl,rice,0
Tartaric Acid,Tartaric Acid,1
GLYCERIN,microcrystalline wax,0
tartaric,TARTARIC ACID,1
sodium alginate,CELLULOSE,0
E518,magnesium sulfate,1
E301,lye,0
aluminium,white beeswax,0
soy lecithin,Lecithin,1
Dibasic acid,triticum,0
SODIUM PHOSPHATE,E525,0
Pectin,dates,0
xanthan,XANTHUM,1
water,maltodextrin,0
gelatin,gelatin,1
SSL,E507,0
sodium carbonate,bromic acid potassium salt,0
minced beef,keenwa,0
Potassium Sorbate,potassium sorbate,1
SODIUM METABISULFITE,xanthan,0
young beef,veal cutlets,1
Flaxseeds,flax seeds,1
calcium carb,calcium carbonite,1
sunset yellow,MINCED BEEF,0
E214,ethyl 4-hydroxybenzoate,1
agar agar,spreadable cheese,0
chile saltpeter,Calcium Sulphate,0
Hydrochloric Acid,ROASTING CHICKEN,0
benzoic,BENZOATE,1
lutein,LUTEINE,1
ground turkey,Ground Turkey,1
E530,Magnesium Oxide,1
bee wax,petroleum wax,0
Ammonium Alginate,ammonium alginate,1
spelt,SPELT,1
GUARAN,potassium bromate,0
CHALK,Benzoic Acid,0
ASPARTAM,POTATOS,0
Potassium Guanylate,potassium guanylate,1
calcium carbonate,turky breast,0
Potassium Hydroxide,organic milk,0
Potassium Metabisulphite,POTASSIUM METABISULFITE,1
sodium metabisulphite,potassium nitrate,0
algin,veal,0
E924,bromic acid potassium salt,1
phosphate,PHOSPHATE,1
Carnauba Wax,palm wax,1
mcc,Spelt,0
tartaric acid,propylene glycol algin,0
potassium sorbate,potassium nitrate,0
glycerine,E632,0
sulfur dioxide,sulfite,1
aluminium powder,veal,0
Sodium Alginate,sodium alginate,1
PROPYL GALLATE,carageenan,0
chicken,STEARIC,0
yellow 5,soda ash,0
benzoic,Sulphuric Acid,0
Spinach,SPINAGE,1
palm wax,Carnauba Wax,1
sunset,calcium sulphite,0
tartric acid,mineral oil,0
Biphenyl,DIPHENYL,1
riboflavin,lamb shops,0
grapes,Grapes,1
Glycine,E640,1
locust bean gum,SLAKED LIME,0
Cellulose,cellulose,1
carotenes,E461,0
cellulose,cellulose,1
butter milk,Rice,0
kefir,Kefir,1
